station,name,state,lat,lon,elevation
USC00013816,HIGHLAND HOME,AL,31.8814,-86.2503,132.0
USC00013818,HIGHLAND HOME #2,AL,31.9478,-86.3131,172.2
USC00013931,HOPE HULL 3S,AL,32.2306,-86.3472,71.6
USC00014068,HUNTSVILLE 4 SSE,AL,34.7,-86.5833,185.9
USC00014193,JACKSON,AL,31.5253,-87.9278,67.1
USC00014209,JACKSONVILLE,AL,33.8258,-85.7811,192.0
USC00014225,JASPER,AL,33.8333,-87.2833,113.1
USC00014226,JASPER,AL,33.9047,-87.3153,148.1
USC00014280,JOPPA 1SW,AL,34.2936,-86.5708,313.6
USC00014502,LAFAYETTE 2W,AL,32.9069,-85.4336,225.6
USC00014734,LINCOLN,AL,33.6167,-86.1167,155.4
USC00014798,LIVINGSTON,AL,32.5811,-88.1897,39.0
USC00014822,LOCKHART,AL,31.0167,-86.3667,88.1
USC00014845,LINCOLN LOCK 4,AL,33.6333,-86.1833,156.1
USC00014855,BANKHEAD L&D,AL,33.45,-87.35,85.3
USC00014895,LUCY,AL,31.1,-85.1667,-999.9
USC00014976,MADISON,AL,34.7,-86.75,177.1
USC00014977,MADISON 2N,AL,34.7269,-86.7456,231.6
USC00015108,MARION 1 N,AL,32.6333,-87.3,64.0
USC00015112,MARION 7 NE,AL,32.7028,-87.2681,52.4
USC00015121,MARION JUNCTION 2 NE,AL,32.4717,-87.2308,68.3
USC00015140,MARTIN DAM,AL,32.6667,-85.9167,103.6
USC00015233,MC CALLA 2 NE,AL,33.35,-86.9833,-999.9
USC00015397,MIDWAY,AL,32.0347,-85.4739,125.6
USC00015420,MILLERS FERRY L&D,AL,32.1003,-87.3983,35.1
USC00015427,MILLRY,AL,31.6333,-88.3167,110.0
USC00015439,MILSTEAD,AL,32.4419,-85.8889,65.5
USC00015449,MINTER 3 NW,AL,32.1,-87.0333,113.1
USC00015465,MITCHELL DAM,AL,32.8044,-86.4464,106.7
USC00015483,MOBILE,AL,30.6833,-88.0333,3.0
USC00015537,MONTEVALLO,AL,33.0981,-86.8658,125.0
USC00015553,MONTGOMERY 6SW,AL,32.26,-86.2181,68.6
USC00015555,MONTGOMERY WB CITY,AL,32.3833,-86.3,78.0
USC00015635,MOULTON 2,AL,34.4883,-87.2989,189.6
USC00015751,MUSCLE SHOALS WTP,AL,34.7586,-87.6411,164.6
USC00015752,MUSCLE SHOALS 3 NE,AL,34.7889,-87.5394,162.8
USC00015785,NATCHEZ,AL,31.7167,-87.2667,54.9
USC00015847,NEWBURG 2 NE,AL,34.5167,-87.5667,192.0
USC00015867,NEW MARKET 2,AL,34.9167,-86.45,223.1
USC00015875,NEWTON,AL,31.3458,-85.6228,42.4
USC00016000,OAK MTN STATE PARK HQ,AL,33.3264,-86.7561,176.8
USC00016001,OAKMAN,AL,33.7222,-87.3831,109.7
USC00016121,ONEONTA,AL,33.9264,-86.4211,333.8
USC00016129,OPELIKA,AL,32.6592,-85.4497,191.1
USC00016161,ORRVILLE,AL,32.3,-87.2333,61.0
USC00016196,OWENS CROSS ROADS 3S,AL,34.5528,-86.445,179.8
USC00016218,OZARK 6 NNW,AL,31.5333,-85.6833,143.3
USC00016328,PELL CITY 2 W,AL,33.6,-86.3167,246.9
USC00016329,PELL CITY 1 NNE,AL,33.6,-86.2667,292.9
USC00016334,PENNINGTON 2 NE,AL,32.2258,-88.0281,25.9
USC00016397,PHENIX CITY 5 NW,AL,32.5167,-85.0667,118.9
USC00016398,PHENIX CITY 2 NNW,AL,32.5,-85.0167,174.0
USC00016418,PICKENSVILLE,AL,33.2333,-88.2833,54.9
USC00016478,PINSON,AL,33.6906,-86.685,185.3
USC00016501,PITTSVIEW,AL,32.1833,-85.1667,115.8
USC00016640,PRATTVILLE,AL,32.4833,-86.4833,92.0
USC00016643,PRATTVILLE 3 SW,AL,32.4453,-86.555,107.0
USC00016684,PRIMROSE FARM,AL,32.3,-86.25,54.9
USC00016719,PUSHMATAHA,AL,32.2,-88.35,78.9
USC00016805,RED BAY,AL,34.4333,-88.1333,207.0
USC00016833,REDSTONE ARSENAL,AL,34.5833,-86.6,174.0
USC00016988,ROBERTSDALE,AL,30.5653,-87.7017,49.1
USC00017020,ROCKFORD 3 ESE,AL,32.8711,-86.1758,182.9
USC00017025,ROCK MILLS,AL,33.1583,-85.2908,230.1
USC00017131,RUSSELLVILLE #2,AL,34.51,-87.7319,253.0
USC00017157,SAINT BERNARD,AL,34.1744,-86.8106,238.7
USC00017207,SAND MT SUBSTN,AL,34.2878,-85.9681,362.7
USC00017304,SCOTTSBORO,AL,34.6736,-86.0536,187.5
USC00017328,SEALE,AL,32.3,-85.1667,118.9
USC00017366,SELMA,AL,32.4111,-87.0144,44.8
USC00017674,SW HUNTSVILLE,AL,34.6375,-86.7269,178.3
USC00017733,SPRING HILL,AL,30.7,-88.1667,54.9
USC00017955,SUMITON,AL,33.7525,-87.0483,94.5
USC00017963,SUTTLE,AL,32.5411,-87.1783,44.2
USC00017999,SYLACAUGA 4 NE,AL,33.2053,-86.195,153.6
USC00018024,TALLADEGA,AL,33.4172,-86.1344,154.8
USC00018178,THOMASVILLE,AL,31.9172,-87.7347,118.9
USC00018209,THORSBY EXP STN,AL,32.9206,-86.6708,207.3
USC00018323,TROY,AL,31.8075,-85.9722,165.2
USC00018380,TUSCALOOSA ACFD,AL,33.2231,-87.61,50.3
USC00018385,TUSCALOOSA OLIVER DAM,AL,33.2108,-87.5933,44.2
USC00018391,TUSCUMBIA,AL,34.7167,-87.7167,149.0
USC00018398,TUSKEGEE,AL,32.4333,-85.7,139.9
USC00018403,TUSKEGEE 3 S,AL,32.3833,-85.65,128.0
USC00018406,TUSKEGEE 3 SW,AL,32.3833,-85.7167,128.0
USC00018438,UNION SPRINGS 9 S,AL,32.0142,-85.7464,134.1
USC00018446,UNIONTOWN,AL,32.5506,-87.5308,50.3
USC00018454,UNIVERSITY,AL,33.2,-87.55,70.1
USC00018469,VALLEY HEAD,AL,34.5686,-85.6064,341.7
USC00018517,VERNON,AL,33.7417,-88.125,90.5
USC00018673,WARRIOR L&D,AL,32.7747,-87.8306,33.5
USC00018686,WATERLOO,AL,34.9167,-88.0667,139.9
USC00018692,WEDOWEE,AL,33.3678,-85.4983,251.8
USC00018812,VINEMONT 2NNW,AL,34.2589,-86.8989,280.4
USC00018859,WETUMPKA,AL,32.5936,-86.1664,97.2
USC00018862,WETUMPKA 8 SE,AL,32.4464,-86.1417,53.3
USC00018867,WHATLEY,AL,31.6508,-87.7097,51.8
USC00018875,WHEELER DAM,AL,34.7833,-87.35,177.1
USC00018998,WINFIELD 2 SW,AL,33.9108,-87.8469,158.5
USR0000ABAN,BANKHEAD ALABAMA,AL,34.14,-87.3622,245.1
USR0000ABNS,BON SECOUR ALABAMA,AL,30.2528,-87.8125,4.6
USR0000ALIR,LIRI ALABAMA,AL,34.4978,-85.6292,365.8
USR0000AOKM,OAKMULGEE ALABAMA,AL,32.9572,-87.1706,110.6
USR0000AOPE,OPEN POND - FTS ALABAMA,AL,31.0944,-86.5486,83.8
USR0000ASHK,SHOAL CREEK ALABAMA,AL,33.6472,-85.6344,276.8
USR0000ATAL,TALLADEGA ALABAMA,AL,33.4411,-86.0811,182.9
USW00003850,CAIRNS FLD FT RUCKER,AL,31.2667,-85.7167,91.1
USW00003856,HUNTSVILLE INTNL AP,AL,34.6442,-86.7861,189.9
USW00003878,TROY MUNI AP,AL,31.8575,-86.0103,118.6
USW00003881,CENTREVILLE 6 SW,AL,32.8661,-87.2383,137.2
USW00003883,BIRMINGHAM WSFO,AL,33.4667,-86.8333,226.8
USW00003892,AUBURN OPELIKA AP,AL,32.6161,-85.4333,236.5
USW00003896,GADSDEN MUNI AP,AL,33.9667,-86.0833,173.4
USW00013821,MAXWELL FLD,AL,32.3833,-86.35,64.0
USW00013838,MOBILE DWTN AP,AL,30.6147,-88.0631,4.9
USW00013839,DOTHAN RGNL AP,AL,31.3178,-85.4433,112.2
USW00013850,CRAIG AFB,AL,32.3333,-86.9833,50.0
USW00013871,ANNISTON METRO AP,AL,33.5906,-85.8478,182.0
USW00013876,BIRMINGHAM AP,AL,33.5656,-86.745,187.8
USW00013885,EVERGREEN FAA AP,AL,31.4167,-87.0333,78.0
USW00013894,MOBILE,AL,30.6794,-88.24,88.1
USW00013895,MONTGOMERY AP,AL,32.2997,-86.4075,66.1
USW00013896,MUSCLE SHOALS AP,AL,34.7439,-87.5997,165.8
USW00023801,TROY 2 W,AL,31.79,-86.0003,143.9
USW00023802,THOMASVILLE 2 S,AL,31.8814,-87.7367,106.7
USW00053820,EVERGREEN MIDDLETON FLD,AL,31.4192,-87.0483,79.2
USW00053843,ANDALUSIA OPP AP,AL,31.3061,-86.3903,97.5
USW00053852,DECATUR PRYOR FLD,AL,34.6581,-86.9433,179.2
USW00053861,FT RUCKER LOWE ARMY HELIPORT,AL,31.3558,-85.7511,74.4
USW00053864,ALABASTER SHELBY CO AP ASOS,AL,33.1783,-86.7817,172.5
USW00063857,GADSDEN 19 N,AL,34.285,-85.9622,351.1
USW00063858,SELMA 13 WNW,AL,32.4567,-87.2422,58.8
USW00063862,VALLEY HEAD 1 SSW,AL,34.5653,-85.6172,310.9
USW00063866,GUNTERSVILLE 2 SW,AL,34.3336,-86.3156,189.0
USW00063867,CULLMAN 3 ENE,AL,34.1953,-86.7964,243.8
USW00063868,COURTLAND 2 WSW,AL,34.6603,-87.3461,175.3
USW00063869,FAIRHOPE 3 NE,AL,30.5486,-87.8758,29.0
USW00063870,FLORALA MUNI AP,AL,31.0447,-86.312,90.8
USW00063872,EUFAULA WEEDON FLD AP,AL,31.9517,-85.1311,86.9
USW00063873,OZARK FT RUCKER,AL,31.35,-85.6667,96.6
USW00063874,GREENVILLE MAC CRENSHAW MEM AP,AL,31.8467,-86.6142,134.7
USW00063891,CLANTON 2 NE,AL,32.8517,-86.6114,178.0
USW00063892,GAINESVILLE 2 NE,AL,32.8369,-88.1375,32.6
USW00063893,GREENSBORO 2 WNW,AL,32.7169,-87.6225,85.3
USW00063894,MUSCLE SHOALS 2 N,AL,34.7728,-87.64,161.5
USW00063895,RUSSELLVILLE 4 SSE,AL,34.4536,-87.7103,219.5
USW00063896,SCOTTSBORO 2 NE,AL,34.6942,-85.9997,193.9
USW00063897,SELMA 6 SSE,AL,32.335,-86.9786,47.9
USW00063899,BREWTON 3 NNE,AL,31.145,-87.0517,51.8
USW00073801,NORTHPORT 2 S,AL,33.2125,-87.5914,45.7
USW00073802,HIGHLAND HOME 2 S,AL,31.9156,-86.3114,187.1
USW00073803,TALLADEGA 10 NNE,AL,33.5722,-86.0572,160.0
USW00093806,TUSCALOOSA AP ASOS,AL,33.2122,-87.6156,45.1
USW00093826,BARIN FLD NAAS,AL,30.4,-87.6,21.9
USW00093843,DOTHAN FAA AP,AL,31.2333,-85.4333,97.8
USC00220021,ABERDEEN,MS,33.83,-88.5206,57.3
USC00220050,ACTON,MS,34.9667,-88.4333,156.1
USC00220130,ALLEN,MS,31.75,-90.65,156.1
USC00220160,AMERICUS,MS,30.7078,-88.5903,-999.9
USC00220195,ANGUILLA,MS,32.9833,-90.8333,33.5
USC00220290,ASHLAND,MS,34.8492,-89.1597,183.8
USC00220325,AUSTIN,MS,34.6333,-90.4333,61.0
USC00220350,AVON,MS,33.2369,-91.0442,35.1
USC00220427,BARLOW 6 SE,MS,31.75,-90.5833,156.1
USC00220488,BATESVILLE,MS,34.3161,-89.9558,71.9
USC00220519,BAY SAINT LOUIS,MS,30.3,-89.3333,6.1
USC00220521,BAY ST LOUIS NASA,MS,30.3758,-89.5989,9.1
USC00220523,BAY SPRINGS,MS,31.9694,-89.2889,125.3
USC00220585,BEAUMONT EXPSTATION,MS,31.2353,-88.9189,52.4
USC00220630,BELLEFONTAINE 2 NNW,MS,33.6667,-89.3333,121.9
USC00220660,BELZONI,MS,33.1772,-90.4919,35.1
USC00220730,BIG CREEK,MS,33.85,-89.4167,-999.9
USC00220792,BILOXI,MS,30.3931,-89.0008,3.0
USC00220801,BILOXI DISPLAY,MS,30.4,-88.8833,8.2
USC00220955,BOONEVILLE,MS,34.6344,-88.5622,149.4
USC00221069,BRIERS,MS,31.3833,-91.3833,18.0
USC00221094,BROOKHAVEN CITY,MS,31.5447,-90.4581,132.6
USC00221098,BROOKLYN 2 SE,MS,31.0333,-89.1667,82.0
USC00221111,BROOKSVILLE EXP STN,MS,33.2597,-88.5636,89.0
USC00221314,CALHOUN CITY,MS,33.8592,-89.3136,87.5
USC00221389,CANTON 4N,MS,32.6714,-90.0361,76.2
USC00221489,CARTHAGE,MS,32.7506,-89.5389,112.8
USC00221606,CHARLESTON,MS,34.0039,-90.0681,54.9
USC00221707,CLARKSDALE,MS,34.1864,-90.5572,52.7
USC00221738,CLEVELAND,MS,33.7367,-90.7444,42.1
USC00221743,CLEVELAND 3 N,MS,33.7942,-90.7128,42.7
USC00221804,COFFEEVILLE,MS,33.9872,-89.6886,111.3
USC00221852,COLLINS,MS,31.6419,-89.5572,88.4
USC00221865,COLUMBIA,MS,31.2503,-89.8361,45.7
USC00221870,COLUMBUS 4 ESE,MS,33.4667,-88.3667,64.0
USC00221880,COLUMBUS,MS,33.4678,-88.3847,44.2
USC00221962,CORINTH 5 WSW,MS,34.9158,-88.6011,121.6
USC00222094,CRYSTAL SPRINGS EXP STN,MS,31.9461,-90.3775,148.4
USC00222099,CRYSTAL SPRINGS 4 NNE,MS,32.0333,-90.3167,113.1
USC00222241,DECATUR,MS,32.4333,-89.1167,131.1
USC00222275,DEESON,MS,34.0167,-90.8667,49.1
USC00222281,DE KALB 4 W,MS,32.7656,-88.7444,125.0
USC00222282,DE KALB 2,MS,32.7622,-88.6494,120.7
USC00222385,D'LO 2 SW,MS,31.9544,-89.9328,101.8
USC00222477,DUCK HILL,MS,33.6333,-89.7167,75.9
USC00222510,DUNCAN,MS,34.0481,-90.7456,46.3
USC00222658,EDINBURG,MS,32.7994,-89.3367,106.7
USC00222668,EDWARDS,MS,32.3167,-90.6167,75.9
USC00222795,ENTERPRISE,MS,32.1833,-88.8167,75.6
USC00222896,EUPORA 2 E,MS,33.5628,-89.2358,134.1
USC00222994,FAYETTE,MS,31.6833,-91.0667,85.0
USC00222997,FAYETTE 3 S,MS,31.6833,-91.05,-999.9
USC00223067,FLORA,MS,32.5333,-90.3167,67.1
USC00223069,FLORA (1),MS,32.6,-90.3333,66.1
USC00223107,FOREST,MS,32.36,-89.4208,137.2
USC00223173,FRENCH CAMP,MS,33.2833,-89.4,-999.9
USC00223198,FRUITLAND PARK,MS,30.9167,-89.1667,92.0
USC00223208,FULTON 3 W,MS,34.2614,-88.4569,106.7
USC00223516,GOSHEN SPRINGS 3 NW,MS,32.5008,-89.9256,91.4
USC00223605,GREENVILLE,MS,33.3592,-91.06,38.1
USC00223614,GREENWOOD,MS,33.5167,-90.1833,28.0
USC00223645,GRENADA,MS,33.7608,-89.8136,72.2
USC00223668,GULFPORT 3 N,MS,30.4947,-89.1064,24.4
USC00223671,GULFPORT NAVAL CTR,MS,30.3772,-89.1228,10.7
USC00223887,HATTIESBURG 5SW,MS,31.2547,-89.3392,117.3
USC00223917,HAZLEHURST,MS,31.8583,-90.3939,141.7
USC00223920,HAZLEHURST 5 SW,MS,31.8328,-90.4542,182.9
USC00223975,HERNANDO,MS,34.8042,-90.0103,98.1
USC00224001,HICKORY FLAT,MS,34.6189,-89.1911,121.9
USC00224155,HOLLY BLUFF,MS,32.8167,-90.7167,31.1
USC00224168,HOLLY SPRINGS 2 N,MS,34.8,-89.4333,153.0
USC00224173,HOLLY SPRINGS 4 N,MS,34.8219,-89.4347,147.2
USC00224265,HOUSTON,MS,33.8847,-88.9867,99.4
USC00224377,INDEPENDENCE 1W,MS,34.6989,-89.8214,105.2
USC00224386,INDIANOLA,MS,33.45,-90.6167,36.9
USC00224455,IUKA,MS,34.7633,-88.1958,182.9
USC00224470,JACKSON STATE,MS,32.2964,-90.2092,98.8
USC00224702,KIPLING 4 NNW,MS,32.7247,-88.6631,112.8
USC00224776,KOSCIUSKO,MS,33.0583,-89.5797,125.0
USC00224824,LAKE,MS,32.35,-89.3333,143.0
USC00224838,LAKE COMO,MS,31.9667,-89.2167,-999.9
USC00224869,LAMBERT 1W,MS,34.2044,-90.2908,56.7
USC00224939,LAUREL,MS,31.6756,-89.1236,68.6
USC00224966,LEAKESVILLE 6 WSW,MS,31.1481,-88.6567,35.1
USC00225062,LEXINGTON,MS,33.1228,-90.0517,86.9
USC00225070,LIBERTY,MS,31.1658,-90.8178,100.0
USC00225165,LONG BEACH,MS,30.3514,-89.1611,7.9
USC00225247,LOUISVILLE,MS,33.1356,-89.0711,177.1
USC00225318,LUMBERTON 2 N,MS,31.0333,-89.45,92.0
USC00225361,MACON 3N,MS,33.1544,-88.5586,76.2
USC00225366,MACON 2 NE,MS,33.1333,-88.5333,57.9
USC00225389,MAGEE,MS,31.8667,-89.75,128.0
USC00225397,MAGNOLIA,MS,31.1,-90.4667,128.0
USC00225500,MAYERSVILLE,MS,32.9,-91.05,-999.9
USC00225687,MC NEILL,MS,30.8167,-89.6,70.1
USC00225704,MEADVILLE,MS,31.4664,-90.8853,105.2
USC00225705,MEADVILLE 5SE,MS,31.4217,-90.8797,78.6
USC00225771,MERIDIAN SOWASHEE CK,MS,32.37,-88.6789,93.0
USC00225772,MERIDIAN WB CITY,MS,32.35,-88.6667,116.1
USC00225789,MERRILL,MS,30.9833,-88.7167,15.2
USC00225897,MINTER CITY,MS,33.7589,-90.2103,44.2
USC00225987,MONTICELLO,MS,31.5519,-90.1058,58.2
USC00225989,MONTICELLO 2,MS,31.5519,-90.1058,58.2
USC00226009,MOORHEAD,MS,33.4517,-90.5097,35.7
USC00226054,MOSS POINT,MS,30.4,-88.5,6.1
USC00226163,MYRTLE,MS,34.55,-89.1167,-999.9
USC00226177,NATCHEZ,MS,31.5889,-91.3408,59.4
USC00226308,NEWTON EXP STN,MS,32.3378,-89.0817,106.4
USC00226351,NITTA YUMA,MS,33.0333,-90.85,34.1
USC00226476,OAKLEY EXP STN,MS,32.2061,-90.5133,62.5
USC00226515,OKOLONA,MS,34.0,-88.75,98.1
USC00226527,OLIVE BRANCH,MS,34.9536,-89.8294,124.4
USC00226562,ONWARD,MS,32.725,-90.94,32.0
USC00226638,P HARRISON ARCHUSA,MS,32.0339,-88.71,65.8
USC00226670,PALO ALTO,MS,33.65,-88.85,76.2
USC00226718,PASCAGOULA 3 NE,MS,30.3961,-88.4781,3.7
USC00226780,PEARLINGTON,MS,30.25,-89.6167,3.0
USC00226790,PECAN,MS,30.4333,-88.4333,0.0
USC00226811,PELAHATCHIE,MS,32.3161,-89.7994,112.8
USC00226894,PHILA 1 WSW,MS,32.7692,-89.1303,125.9
USC00226899,PHILADELPHIA 5 SW,MS,32.7333,-89.1833,131.1
USC00226921,PICAYUNE,MS,30.5364,-89.705,19.5
USC00226926,PICKENS,MS,32.8864,-89.9775,72.5
USC00227036,PITTSBORO,MS,33.9333,-89.3333,-999.9
USC00227106,PONTOTOC,MS,34.2106,-89.0036,149.0
USC00227109,PONTOTOC 8 E,MS,34.2333,-88.8667,116.1
USC00227111,PONTOTOC EXP STN,MS,34.1383,-89.0058,150.0
USC00227128,POPLARVILLE EXP STN,MS,30.8408,-89.5453,95.4
USC00227132,PORT GIBSON 1 NE,MS,31.985,-90.9719,36.6
USC00227141,PORTERVILLE,MS,32.6833,-88.4667,61.0
USC00227155,POTTS CAMP NEAR,MS,34.5667,-89.3167,-999.9
USC00227220,PURVIS 2N,MS,31.1775,-89.4156,115.2
USC00227252,QUITMAN 2 NNE,MS,32.0706,-88.7189,64.9
USC00227276,RALEIGH 6N,MS,32.1433,-89.5525,135.9
USC00227444,RICHTON 1 N,MS,31.3656,-88.9322,50.3
USC00227467,RIPLEY,MS,34.7397,-88.9514,160.0
USC00227527,ROCHDALE,MS,34.0833,-90.85,-999.9
USC00227560,ROLLING FK,MS,32.8978,-90.8853,32.0
USC00227582,ROSEDALE,MS,33.85,-91.0167,46.0
USC00227701,RUSSELL,MS,32.4,-88.6,118.9
USC00227815,SARDIS DAM,MS,34.4203,-89.8106,97.8
USC00227831,SATARTIA 8 SW,MS,32.5861,-90.6261,43.0
USC00227840,SAUCIER EXP FOREST,MS,30.6264,-89.055,69.8
USC00227886,SCOTT,MS,33.6,-91.0833,43.0
USC00227921,SENATOBIA,MS,34.6311,-89.9592,73.5
USC00227983,SHELBY,MS,33.95,-90.7667,52.1
USC00228036,SHOCCOE,MS,32.6,-89.9167,110.0
USC00228053,SHUBUTA,MS,31.8597,-88.6953,59.4
USC00228374,STATE UNIV,MS,33.4692,-88.7822,56.4
USC00228382,STATE LINE,MS,31.4333,-88.4833,78.9
USC00228445,STONEVILLE EXP STN,MS,33.4311,-90.9108,38.7
USC00228460,STONINGTON,MS,31.7667,-91.0167,57.9
USC00228530,SUFFOLK,MS,31.4667,-90.9667,-999.9
USC00228591,SWAN LAKE,MS,33.8472,-90.3214,44.2
USC00228684,TCHULA,MS,33.1833,-90.2167,36.9
USC00228768,THORNTON,MS,33.0833,-90.3333,-999.9
USC00228996,TUNICA,MS,34.6833,-90.3833,57.9
USC00228998,TUNICA 2 N,MS,34.7281,-90.3683,62.8
USC00229000,TUPELO,MS,34.25,-88.7167,85.0
USC00229004,TUPELO 2,MS,34.265,-88.7661,112.8
USC00229006,TUPELO 3,MS,34.2272,-88.7,85.3
USC00229048,TYLERTOWN 5ESE,MS,31.08,-90.0603,116.4
USC00229079,UNIVERSITY,MS,34.3725,-89.5308,131.1
USC00229101,UTICA,MS,32.1,-90.6333,85.0
USC00229114,VAIDEN 1 SSW,MS,33.3253,-89.7539,123.1
USC00229155,VANCE 2,MS,34.0833,-90.35,46.0
USC00229157,VANCLEAVE,MS,30.4856,-88.6547,3.0
USC00229173,VERONA EXP STN,MS,34.1647,-88.7239,89.3
USC00229216,VICKSBURG MILITARY PK,MS,32.3567,-90.8444,77.7
USC00229218,VICKSBURG W EXP STN,MS,32.2978,-90.8658,54.9
USC00229230,VICKSBURG CITY,MS,32.385,-90.8753,24.4
USC00229384,WASHINGTON,MS,31.5833,-91.2833,85.0
USC00229400,WATER VALLEY,MS,34.1647,-89.635,125.0
USC00229426,WAVELAND,MS,30.2947,-89.3831,2.4
USC00229439,WAYNESBORO 2 W,MS,31.6772,-88.6708,61.0
USC00229444,WAYNESBORO 3 WNW,MS,31.6833,-88.6833,36.6
USC00229537,WEST POINT EXP STN,MS,33.6,-88.5833,73.2
USC00229543,WEST POINT,MS,33.6167,-88.65,70.1
USC00229639,WIGGINS,MS,30.8528,-89.1369,82.0
USC00229735,WINDHAM,MS,31.7,-89.1833,-999.9
USC00229743,WINONA 5 E,MS,33.4844,-89.625,119.5
USC00229793,WOODVILLE 4 ESE,MS,31.0931,-91.2325,121.9
USC00229850,YAZOO CITY,MS,32.8667,-90.4,36.9
USC00229860,YAZOO CITY 5 NNE,MS,32.9028,-90.3817,32.6
USR0000MBIE,BIENVILLE MISSISSIPPI,MS,32.355,-89.4692,147.8
USR0000MBLC,BLACK CREEK MISSISSIPPI,MS,30.8489,-89.0342,83.8
USR0000MBUD,BUDE MISSISSIPPI,MS,31.4106,-90.8467,136.2
USR0000MCOP,COPIAH MISSISSIPPI,MS,31.9497,-90.3806,45.7
USR0000MDRD,DELTA RD MISSISSIPPI,MS,32.81,-90.0,28.3
USR0000MH41,HIGHWAY 41 MISSISSIPPI,MS,34.0903,-88.8647,97.5
USR0000MHCK,HANCOCK MISSISSIPPI,MS,30.6153,-89.4133,82.3
USR0000MMAR,MARION MISSISSIPPI,MS,31.2114,-89.9225,115.8
USR0000MRDG,RIDGELAND MISSISSIPPI,MS,33.5258,-89.9731,106.7
USR0000MSAN,SANDHILL CRANE MISSISSIPPI,MS,30.4528,-88.6617,7.6
USR0000MWAU,WAUSAU MISSISSIPPI,MS,31.5242,-88.8889,95.1
USR0000MWIN,WINBORN MISSISSIPPI,MS,34.6203,-89.3142,152.4
USW00003866,MERIDIAN NAAS,MS,32.55,-88.5667,82.6
USW00003940,JACKSON INTL AP,MS,32.3197,-90.0778,90.2
USW00003961,NATCHEZ ADAM CO AP,MS,31.6167,-91.2833,82.9
USW00013820,BILOXI KEESLER AFB,MS,30.4167,-88.9167,7.9
USW00013825,COLUMBUS AFB,MS,33.65,-88.45,68.0
USW00013832,GULFPORT LAS,MS,30.3667,-89.0833,0.9
USW00013833,HATTIESBURG CHAIN MUNI AP,MS,31.2694,-89.2561,44.8
USW00013865,MERIDIAN KEY FLD,MS,32.3347,-88.7508,88.1
USW00013927,JACKSON HAWKINS FLD,MS,32.3375,-90.2214,101.8
USW00013939,GREENVILLE ASOS,MS,33.4939,-90.9806,37.8
USW00013956,JACKSON 4 NW,MS,32.3333,-90.2333,98.1
USW00013978,GREENWOOD LEFLORE AP,MS,33.4961,-90.0894,42.7
USW00013979,VICKSBURG CAA AP,MS,32.4,-90.7833,36.9
USW00023803,HOLLY SPRINGS 4 N,MS,34.8222,-89.4347,147.5
USW00053808,LAUREL HATTIESBURG RGNL AP,MS,31.4667,-89.3333,89.3
USW00053849,MERIDAN JOE WILLIAMS NOLF,MS,32.8,-88.8333,164.6
USW00053858,PASCAGOULA LOTT INTL AP,MS,30.4631,-88.5317,2.7
USW00053893,GOLDEN TRIANGLE,MS,33.45,-88.5833,80.5
USW00063831,NEWTON 5 ENE,MS,32.3378,-89.0703,114.0
USW00093862,TUPELO RGNL AP,MS,34.2622,-88.7714,103.6
USW00093874,GULFPORT - BILOXI AP,MS,30.4122,-89.0808,4.9
USW00093917,VICKSBURG,MS,32.35,-90.8833,89.9
USW00093919,MCCOMB AP,MS,31.1822,-90.4719,123.4
USW00093999,VICKSBURG CAA AP 2,MS,32.2333,-90.9333,34.1
USC00110055,ALBION,IL,38.3778,-88.0569,161.5
USC00110072,ALEDO,IL,41.2069,-90.7419,223.7
USC00110137,ALTON - MELVIN PRICE L&D,IL,38.8669,-90.1489,123.4
USC00110140,ALTONA,IL,41.1203,-90.1642,233.2
USC00110187,ANNA 4 N,IL,37.5222,-89.2486,180.7
USC00110195,ANNAWAN,IL,41.4,-89.9167,192.0
USC00110203,ANTIOCH,IL,42.4811,-88.0994,228.6
USC00110286,ASHTON,IL,41.85,-89.2667,253.0
USC00110306,ATHENS 4SW,IL,39.9275,-89.7964,181.1
USC00110315,ATWOOD,IL,39.8,-88.5,203.3
USC00110338,AURORA WATER,IL,41.7803,-88.3092,205.7
USC00110356,AVON,IL,40.6633,-90.4447,195.1
USC00110440,BARRINGTON,IL,42.15,-88.1333,271.0
USC00110442,BARRINGTON 3SW,IL,42.1153,-88.1639,269.1
USC00110445,BARRY,IL,39.6833,-91.05,217.0
USC00110591,BEMENT,IL,39.8333,-88.5833,210.0
USC00110598,BENTLEY,IL,40.3444,-91.1125,198.1
USC00110608,BENTON 2 N,IL,38.0336,-88.9203,135.6
USC00110670,BIRDS 2E,IL,38.8369,-87.6286,142.3
USC00110761,BLOOMINGTON WTR WKS,IL,40.4961,-88.9994,233.5
USC00110764,BLOOMINGTON 5W,IL,40.4864,-89.0864,259.7
USC00110766,BLOOMINGTON NORMAL,IL,40.5167,-89.0,241.1
USC00110993,BROOKPORT DAM 52,IL,37.1275,-88.6531,100.6
USC00111020,BROWNSTOWN 4 SW,IL,38.9544,-88.9583,161.5
USC00111160,CAHOKIA,IL,38.5669,-90.1942,121.9
USC00111169,CAIRO RIVER,IL,37.0044,-89.1786,82.3
USC00111265,CARBONDALE SEWAGE PLT,IL,37.7308,-89.1658,118.9
USC00111280,CARLINVILLE,IL,39.2881,-89.8697,186.2
USC00111288,CARLYLE,IL,38.6,-89.3667,139.9
